"x"
256
228
237
259
212
173
99
172
189
110
91
129
90
107
137
113
120
135
157
109
178
151
192
207
240
242
272
263
293
250
226
221
250
225
246
217
303
214
257
235
235
224
246
266
198
254
285
259
356
333
372
459
547
620
636
623
523
419
589
507
411
395
372
304
376
289
224
229
242
180
216
212
198
215
157
192
215
234
246
223
266
221
210
197
221
274
310
242
175
174
138
125
94
108
84
85
84
72
74
86
59
81
72
64
70
90
73
63
62
77
51
54
41
32
34
32
49
37
32
51
37
42
48
48
50
66
62
79
73
75
63
53
51
66
60
56
52
51
33
40
53
58
39
51
55
62
77
62
44
50
24
37
33
40
51
66
83
68
54
45
48
50
28
38
51
37
37
36
24
38
38
56
55
74
62
63
64
52
75
55
59
75
56
44
41
56
50
59
42
66
75
75
49
63
40
51
51
60
78
75
71
78
97
109
114
107
127
160
205
245
207
221
179
135
232
181
156
133
109
96
99
108
125
134
156
192
287
307
376
400
396
464
430
492
591
661
644
601
597
521
522
474
412
326
314
299
258
243
227
239
241
306
321
372
328
295
280
257
226
290
302
342
402
307
370
400
378
380
373
375
389
367
377
315
341
360
399
390
502
524
618
731
868
1151
1369
1460
1444
1665
1725
1791
1376
1667
1336
1285
1153
937
725
671
590
605
528
591
563
440
408
354
258
279
228
227
236
196
193
194
165
151
135
141
142
148
145
139
145
129
120
113
102
112
128
84
117
92
116
129
118
137
135
126
112
104
75
80
82
70
79
56
53
46
60
74
109
105
104
85
76
75
59
42
56
63
48
64
61
68
76
106
146
178
169
153
168
206
200
263
369
421
441
510
642
733
942
1002
845
1311
1273
1563
1451
1459
1253
1171
1186
1164
918
1035
1092
894
879
679
661
577
569
545
472
426
398
376
373
313
318
294
313
267
242
326
289
272
285
279
278
272
186
223
218
148
138
111
119
149
128
108
116
132
113
128
118
100
121
133
111
162
270
214
271
235
208
200
214
162
196
192
197
213
261
330
302
340
263
215
208
191
152
156
142
168
142
183
211
236
275
